ANNO;CODICE REGIONE;DENOMINAZIONE REGIONE;CODICE AZIENDA;DENOMINAZIONE AZIENDA;CODICE COMUNE;COMUNE;MASCHI;FEMMINE;TOTALE
2016;050;VENETO               ;120;VERONA;023067;ROVERE' VERONESE                        ;1.082;1.033;2.115
2016;050;VENETO               ;120;VERONA;023069;SAN BONIFACIO                           ;10.548;10.710;21.258
2016;050;VENETO               ;120;VERONA;023070;SAN GIOVANNI ILARIONE                   ;2.625;2.490;5.115
2016;050;VENETO               ;120;VERONA;023071;SAN GIOVANNI LUPATOTO                   ;12.260;12.945;25.205
2016;050;VENETO               ;120;VERONA;023073;SAN MARTINO BUON ALBERGO                ;7.421;7.727;15.148
2016;050;VENETO               ;120;VERONA;023074;SAN MAURO DI SALINE                     ;300;263;563
2016;050;VENETO               ;120;VERONA;023080;SELVA DI PROGNO                         ;487;424;911
2016;050;VENETO               ;120;VERONA;023081;SOAVE                                   ;3.479;3.667;7.146
2016;050;VENETO               ;120;VERONA;023087;TREGNAGO                                ;2.453;2.513;4.966
2016;050;VENETO               ;120;VERONA;023090;VELO VERONESE                           ;407;352;759
2016;050;VENETO               ;120;VERONA;023091;VERONA                                  ;121.735;135.618;257.353
2016;050;VENETO               ;120;VERONA;023092;VERONELLA                               ;2.581;2.496;5.077
2016;050;VENETO               ;120;VERONA;023093;VESTENANOVA                             ;1.322;1.264;2.586
2016;050;VENETO               ;120;VERONA;023098;ZIMELLA                                 ;2.463;2.433;4.896
2016;050;VENETO               ;121;LEGNAGO;023003;ANGIARI                                 ;1.107;1.167;2.274
2016;050;VENETO               ;121;LEGNAGO;023008;BEVILACQUA                              ;869;844;1.713
2016;050;VENETO               ;121;LEGNAGO;023009;BONAVIGO                                ;1.040;1.000;2.040
2016;050;VENETO               ;121;LEGNAGO;023010;BOSCHI SANT'ANNA                        ;668;732;1.400
2016;050;VENETO               ;121;LEGNAGO;023012;BOVOLONE                                ;7.861;8.013;15.874
2016;050;VENETO               ;121;LEGNAGO;023019;CASALEONE                               ;2.854;2.912;5.766
2016;050;VENETO               ;121;LEGNAGO;023020;CASTAGNARO                              ;1.862;1.917;3.779
2016;050;VENETO               ;121;LEGNAGO;023025;CEREA                                   ;8.175;8.426;16.601
2016;050;VENETO               ;121;LEGNAGO;023029;CONCAMARISE                             ;556;529;1.085
2016;050;VENETO               ;121;LEGNAGO;023037;GAZZO VERONESE                          ;2.614;2.745;5.359
2016;050;VENETO               ;121;LEGNAGO;023041;ISOLA RIZZA                             ;1.623;1.639;3.262
2016;050;VENETO               ;121;LEGNAGO;023044;LEGNAGO                                 ;12.156;13.109;25.265
2016;050;VENETO               ;121;LEGNAGO;023048;MINERBE                                 ;2.262;2.364;4.626
2016;050;VENETO               ;121;LEGNAGO;023053;NOGARA                                  ;4.168;4.325;8.493
2016;050;VENETO               ;121;LEGNAGO;023055;OPPEANO                                 ;5.022;4.950;9.972
2016;050;VENETO               ;121;LEGNAGO;023056;PALU'                                   ;625;626;1.251
2016;050;VENETO               ;121;LEGNAGO;023064;RONCO ALL'ADIGE                         ;3.028;2.980;6.008
2016;050;VENETO               ;121;LEGNAGO;023065;ROVERCHIARA                             ;1.411;1.339;2.750
2016;050;VENETO               ;121;LEGNAGO;023068;SALIZZOLE                               ;1.925;1.847;3.772
2016;050;VENETO               ;121;LEGNAGO;023072;SANGUINETTO                             ;2.012;2.055;4.067
2016;050;VENETO               ;121;LEGNAGO;023075;SAN PIETRO DI MORUBIO                   ;1.524;1.484;3.008
2016;050;VENETO               ;121;LEGNAGO;023084;SORGA'                                  ;1.495;1.505;3.000
2016;050;VENETO               ;121;LEGNAGO;023085;TERRAZZO                                ;1.085;1.134;2.219
2016;050;VENETO               ;121;LEGNAGO;023095;VILLA BARTOLOMEA                        ;2.853;2.984;5.837
2016;050;VENETO               ;121;LEGNAGO;023097;ZEVIO                                   ;7.493;7.525;15.018
2016;050;VENETO               ;122;BUSSOLENGO;023001;AFFI                                    ;1.141;1.200;2.341
2016;050;VENETO               ;122;BUSSOLENGO;023006;BARDOLINO                               ;3.421;3.665;7.086
2016;050;VENETO               ;122;BUSSOLENGO;023013;BRENTINO BELLUNO                        ;711;677;1.388
2016;050;VENETO               ;122;BUSSOLENGO;023014;BRENZONE                                ;1.136;1.316;2.452
2016;050;VENETO               ;122;BUSSOLENGO;023015;BUSSOLENGO                              ;9.815;10.212;20.027
2016;050;VENETO               ;122;BUSSOLENGO;023018;CAPRINO VERONESE                        ;4.078;4.316;8.394
2016;050;VENETO               ;122;BUSSOLENGO;023022;CASTELNUOVO DEL GARDA                   ;6.541;6.743;13.284
2016;050;VENETO               ;122;BUSSOLENGO;023023;CAVAION VERONESE                        ;2.892;3.018;5.910
2016;050;VENETO               ;122;BUSSOLENGO;023030;COSTERMANO                              ;1.864;1.869;3.733
2016;050;VENETO               ;122;BUSSOLENGO;023031;DOLCE'                                  ;1.301;1.286;2.587
2016;050;VENETO               ;122;BUSSOLENGO;023032;ERBE'                                   ;951;937;1.888
2016;050;VENETO               ;122;BUSSOLENGO;023034;FERRARA DI MONTE BALDO                  ;119;109;228
2016;050;VENETO               ;122;BUSSOLENGO;023035;FUMANE                                  ;2.056;2.036;4.092
2016;050;VENETO               ;122;BUSSOLENGO;023036;GARDA                                   ;2.017;2.088;4.105
2016;050;VENETO               ;122;BUSSOLENGO;023040;ISOLA DELLA SCALA                       ;5.754;5.818;11.572
2016;050;VENETO               ;122;BUSSOLENGO;023043;LAZISE                                  ;3.408;3.508;6.916
2016;050;VENETO               ;122;BUSSOLENGO;023045;MALCESINE                               ;1.781;1.923;3.704
2016;050;VENETO               ;122;BUSSOLENGO;023046;MARANO DI VALPOLICELLA                  ;1.560;1.585;3.145
2016;050;VENETO               ;122;BUSSOLENGO;023051;MOZZECANE                               ;3.871;3.675;7.546
2016;050;VENETO               ;122;BUSSOLENGO;023052;NEGRAR                                  ;8.482;8.623;17.105
2016;050;VENETO               ;122;BUSSOLENGO;023054;NOGAROLE ROCCA                          ;1.904;1.733;3.637
2016;050;VENETO               ;122;BUSSOLENGO;023057;PASTRENGO                               ;1.537;1.575;3.112
2016;050;VENETO               ;122;BUSSOLENGO;023058;PESCANTINA                              ;8.476;8.657;17.133
2016;050;VENETO               ;122;BUSSOLENGO;023059;PESCHIERA DEL GARDA                     ;5.048;5.417;10.465
2016;050;VENETO               ;122;BUSSOLENGO;023060;POVEGLIANO VERONESE                     ;3.543;3.637;7.180
2016;050;VENETO               ;122;BUSSOLENGO;023062;RIVOLI VERONESE                         ;1.084;1.098;2.182
2016;050;VENETO               ;122;BUSSOLENGO;023076;SAN PIETRO IN CARIANO                   ;6.200;6.651;12.851
2016;050;VENETO               ;122;BUSSOLENGO;023077;SANT'AMBROGIO DI VALPOLICELLA           ;5.764;5.994;11.758
2016;050;VENETO               ;122;BUSSOLENGO;023078;SANT'ANNA D'ALFAEDO                     ;1.317;1.221;2.538
2016;050;VENETO               ;122;BUSSOLENGO;023079;SAN ZENO DI MONTAGNA                    ;708;654;1.362
2016;050;VENETO               ;122;BUSSOLENGO;023082;SOMMACAMPAGNA                           ;7.365;7.381;14.746
2016;050;VENETO               ;122;BUSSOLENGO;023083;SONA                                    ;8.762;8.868;17.630
2016;050;VENETO               ;122;BUSSOLENGO;023086;TORRI DEL BENACO                        ;1.476;1.549;3.025
2016;050;VENETO               ;122;BUSSOLENGO;023088;TREVENZUOLO                             ;1.400;1.354;2.754
2016;050;VENETO               ;122;BUSSOLENGO;023089;VALEGGIO SUL MINCIO                     ;7.603;7.705;15.308
2016;050;VENETO               ;122;BUSSOLENGO;023094;VIGASIO                                 ;5.015;4.961;9.976
2016;050;VENETO               ;122;BUSSOLENGO;023096;VILLAFRANCA DI VERONA                   ;16.301;16.884;33.185
2016;060;FRIULI VENEZIA GIULIA;201;ASUI DI TRIESTE;032001;DUINO-AURISINA                          ;4.104;4.460;8.564
2016;060;FRIULI VENEZIA GIULIA;201;ASUI DI TRIESTE;032002;MONRUPINO                               ;420;465;885
2016;060;FRIULI VENEZIA GIULIA;201;ASUI DI TRIESTE;032003;MUGGIA                                  ;6.309;6.815;13.124
2016;060;FRIULI VENEZIA GIULIA;201;ASUI DI TRIESTE;032004;SAN DORLIGO DELLA VALLE                 ;2.855;2.954;5.809
2016;060;FRIULI VENEZIA GIULIA;201;ASUI DI TRIESTE;032005;SGONICO                                 ;1.018;1.048;2.066
2016;060;FRIULI VENEZIA GIULIA;201;ASUI DI TRIESTE;032006;TRIESTE                                 ;97.359;106.875;204.234
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030001;AIELLO DEL FRIULI                       ;1.083;1.172;2.255
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030004;AQUILEIA                                ;1.608;1.714;3.322
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030008;BAGNARIA ARSA                           ;1.712;1.816;3.528
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030011;BICINICCO                               ;929;952;1.881
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030018;CARLINO                                 ;1.352;1.431;2.783
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030023;CERVIGNANO DEL FRIULI                   ;6.833;7.034;13.867
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030024;CHIOPRIS-VISCONE                        ;309;341;650
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030038;FIUMICELLO                              ;2.445;2.508;4.953
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030044;GONARS                                  ;2.329;2.428;4.757
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030046;LATISANA                                ;6.481;7.058;13.539
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030049;LIGNANO SABBIADORO                      ;3.416;3.550;6.966
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030056;MARANO LAGUNARE                         ;910;922;1.832
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030064;MUZZANA DEL TURGNANO                    ;1.259;1.284;2.543
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030069;PALAZZOLO DELLO STELLA                  ;1.442;1.519;2.961
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030070;PALMANOVA                               ;2.621;2.801;5.422
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030075;POCENIA                                 ;1.237;1.259;2.496
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030077;PORPETTO                                ;1.283;1.307;2.590
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030082;PRECENICCO                              ;708;739;1.447
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030097;RONCHIS                                 ;992;1.040;2.032
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030098;RUDA                                    ;1.420;1.537;2.957
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030100;SAN GIORGIO DI NOGARO                   ;3.726;3.824;7.550
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030104;SANTA MARIA LA LONGA                    ;1.149;1.216;2.365
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030105;SAN VITO AL TORRE                       ;611;663;1.274
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030120;TERZO D'AQUILEIA                        ;1.382;1.444;2.826
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030123;TORVISCOSA                              ;1.377;1.444;2.821
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030128;TRIVIGNANO UDINESE                      ;800;835;1.635
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030134;VILLA VICENTINA                         ;682;691;1.373
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030135;VISCO                                   ;382;407;789
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030138;CAMPOLONGO TAPOGLIANO;586;587;1.173
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030188;RIVIGNANO TEOR;3.140;3.189;6.329
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;031001;CAPRIVA DEL FRIULI                      ;823;888;1.711
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;031002;CORMONS                                 ;3.486;3.890;7.376
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;031003;DOBERDO' DEL LAGO                       ;679;705;1.384
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;031004;DOLEGNA DEL COLLIO                      ;186;172;358
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;031005;FARRA D'ISONZO                          ;863;863;1.726
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;031006;FOGLIANO REDIPUGLIA                     ;1.495;1.553;3.048
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;031007;GORIZIA                                 ;16.728;18.014;34.742
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;031008;GRADISCA D'ISONZO                       ;3.103;3.401;6.504
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;031009;GRADO                                   ;3.983;4.239;8.222
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;031010;MARIANO DEL FRIULI                      ;746;774;1.520
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;031011;MEDEA                                   ;466;489;955
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;031012;MONFALCONE                              ;14.091;13.900;27.991
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;031013;MORARO                                  ;377;391;768
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;031014;MOSSA                                   ;753;808;1.561
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;031015;ROMANS D'ISONZO                         ;1.811;1.900;3.711
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;031016;RONCHI DEI LEGIONARI                    ;5.776;6.163;11.939
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;031017;SAGRADO                                 ;1.084;1.099;2.183
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;031018;SAN CANZIAN D'ISONZO                    ;3.026;3.146;6.172
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;031019;SAN FLORIANO DEL COLLIO                 ;388;392;780
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;031020;SAN LORENZO ISONTINO                    ;764;777;1.541
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;031021;SAN PIER D'ISONZO                       ;1.033;1.001;2.034
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;031022;SAVOGNA D'ISONZO                        ;869;836;1.705
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;031023;STARANZANO                              ;3.595;3.662;7.257
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;031024;TURRIACO                                ;1.362;1.442;2.804
2016;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;031025;VILLESSE                                ;840;841;1.681
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030002;AMARO                                   ;406;437;843
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030003;AMPEZZO                                 ;505;496;1.001
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030005;ARTA TERME                              ;1.041;1.088;2.129
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030006;ARTEGNA                                 ;1.378;1.491;2.869
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030009;BASILIANO                               ;2.625;2.710;5.335
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030010;BERTIOLO                                ;1.194;1.253;2.447
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030012;BORDANO                                 ;362;378;740
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030013;BUIA                                    ;3.157;3.367;6.524
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030015;CAMINO AL TAGLIAMENTO                   ;807;817;1.624
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030020;CASTIONS DI STRADA                      ;1.855;1.962;3.817
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030021;CAVAZZO CARNICO                         ;505;554;1.059
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030022;CERCIVENTO                              ;342;335;677
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030025;CHIUSAFORTE                             ;344;306;650
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030027;CODROIPO                                ;7.961;8.189;16.150
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030028;COLLOREDO DI MONTE ALBANO               ;1.076;1.148;2.224
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030029;COMEGLIANS                              ;255;254;509
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030031;COSEANO                                 ;1.052;1.116;2.168
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030032;DIGNANO                                 ;1.095;1.209;2.304
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030033;DOGNA                                   ;92;82;174
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030035;ENEMONZO                                ;646;666;1.312
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030037;FAGAGNA                                 ;3.091;3.243;6.334
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030039;FLAIBANO                                ;562;577;1.139
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030040;FORNI AVOLTRI                           ;293;282;575
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030041;FORNI DI SOPRA                          ;493;479;972
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030042;FORNI DI SOTTO                          ;285;309;594
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030043;GEMONA DEL FRIULI                       ;5.279;5.641;10.920
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030047;LAUCO                                   ;362;362;724
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030048;LESTIZZA                                ;1.862;1.915;3.777
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030050;LIGOSULLO                               ;62;51;113
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030053;MAJANO                                  ;2.890;3.091;5.981
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030054;MALBORGHETTO VALBRUNA                   ;475;460;935
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030058;MERETO DI TOMBA                         ;1.294;1.352;2.646
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030059;MOGGIO UDINESE                          ;839;869;1.708
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030061;MONTENARS                               ;258;256;514
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030062;MORTEGLIANO                             ;2.375;2.625;5.000
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030063;MORUZZO                                 ;1.206;1.274;2.480
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030066;OSOPPO                                  ;1.438;1.456;2.894
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030067;OVARO                                   ;931;963;1.894
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030071;PALUZZA                                 ;1.067;1.125;2.192
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030073;PAULARO                                 ;1.286;1.311;2.597
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030076;PONTEBBA                                ;694;718;1.412
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030081;PRATO CARNICO                           ;450;446;896
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030084;PREONE                                  ;121;119;240
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030087;RAGOGNA                                 ;1.401;1.474;2.875
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030088;RAVASCLETTO                             ;269;265;534
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030089;RAVEO                                   ;213;235;448
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030092;RESIA                                   ;526;495;1.021
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030093;RESIUTTA                                ;143;147;290
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030094;RIGOLATO                                ;231;213;444
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030095;RIVE D'ARCANO                           ;1.202;1.262;2.464
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030099;SAN DANIELE DEL FRIULI                  ;3.815;4.195;8.010
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030106;SAN VITO DI FAGAGNA                     ;809;835;1.644
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030107;SAURIS                                  ;194;218;412
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030109;SEDEGLIANO                              ;1.931;1.896;3.827
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030110;SOCCHIEVE                               ;436;466;902
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030112;SUTRIO                                  ;648;666;1.314
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030114;TALMASSONS                              ;1.989;2.036;4.025
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030117;TARVISIO                                ;2.206;2.067;4.273
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030121;TOLMEZZO                                ;4.928;5.363;10.291
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030124;TRASAGHIS                               ;1.108;1.124;2.232
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030125;TREPPO CARNICO                          ;304;307;611
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030126;TREPPO GRANDE                           ;830;894;1.724
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030130;VARMO                                   ;1.388;1.394;2.782
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030131;VENZONE                                 ;1.048;1.012;2.060
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030132;VERZEGNIS                               ;434;429;863
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030133;VILLA SANTINA                           ;1.045;1.162;2.207
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030136;ZUGLIO                                  ;289;306;595
2016;060;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;030137;FORGARIA NEL FRIULI                     ;887;891;1.778
2016;060;FRIULI VENEZIA GIULIA;204;ASUI DI UDINE;030007;ATTIMIS                                 ;844;915;1.759
2016;060;FRIULI VENEZIA GIULIA;204;ASUI DI UDINE;030014;BUTTRIO                                 ;2.009;2.070;4.079
2016;060;FRIULI VENEZIA GIULIA;204;ASUI DI UDINE;030016;CAMPOFORMIDO                            ;3.820;4.077;7.897
2016;060;FRIULI VENEZIA GIULIA;204;ASUI DI UDINE;030019;CASSACCO                                ;1.436;1.478;2.914
2016;060;FRIULI VENEZIA GIULIA;204;ASUI DI UDINE;030026;CIVIDALE DEL FRIULI                     ;5.275;5.929;11.204
2016;060;FRIULI VENEZIA GIULIA;204;ASUI DI UDINE;030030;CORNO DI ROSAZZO                        ;1.592;1.597;3.189
2016;060;FRIULI VENEZIA GIULIA;204;ASUI DI UDINE;030034;DRENCHIA                                ;60;61;121
2016;060;FRIULI VENEZIA GIULIA;204;ASUI DI UDINE;030036;FAEDIS                                  ;1.442;1.468;2.910
2016;060;FRIULI VENEZIA GIULIA;204;ASUI DI UDINE;030045;GRIMACCO                                ;159;179;338
2016;060;FRIULI VENEZIA GIULIA;204;ASUI DI UDINE;030051;LUSEVERA                                ;324;328;652
